"source","source_xml","source_image","target_xml","target_image","objects"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000363.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000363.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000363.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000363.jpg","7"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000364.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000364.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000364.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000364.jpg","9"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000365.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000365.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000365.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000365.jpg","7"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000366.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000366.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000366.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000366.jpg","2"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000367.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000367.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000367.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000367.jpg","8"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000368.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000368.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000368.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000368.jpg","7"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000369.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000369.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000369.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000369.jpg","3"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000370.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000370.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000370.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000370.jpg","5"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000371.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000371.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000371.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000371.jpg","5"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000372.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000372.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000372.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000372.jpg","4"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000373.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000373.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000373.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000373.jpg","15"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000374.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000374.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000374.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000374.jpg","5"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000375.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000375.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000375.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000375.jpg","11"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000376.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000376.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000376.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000376.jpg","3"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000377.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000377.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000377.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000377.jpg","4"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000378.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000378.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000378.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000378.jpg","5"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000379.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000379.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000379.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000379.jpg","5"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000380.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000380.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000380.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000380.jpg","11"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000381.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000381.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000381.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000381.jpg","10"
"allied_ai2","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000382.xml","M:\ra3_bot\data\datasets\ra3_allied\raw_frames\allied_ai2_000382.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000382.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\allied_ai2_allied_ai2_000382.jpg","15"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000001.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000001.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000001.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000001.jpg","15"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000007.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000007.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000007.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000007.jpg","0"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000013.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000013.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000013.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000013.jpg","15"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000019.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000019.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000019.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000019.jpg","13"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000025.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000025.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000025.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000025.jpg","15"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000031.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000031.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000031.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000031.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000037.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000037.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000037.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000037.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000043.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000043.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000043.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000043.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000049.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000049.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000049.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000049.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000055.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000055.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000055.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000055.jpg","15"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000061.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000061.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000061.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000061.jpg","13"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000067.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000067.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000067.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000067.jpg","12"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000073.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000073.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000073.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000073.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000079.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000079.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000079.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000079.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000085.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000085.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000085.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000085.jpg","14"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000091.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000091.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000091.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000091.jpg","13"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000097.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000097.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000097.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000097.jpg","13"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000103.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000103.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000103.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000103.jpg","12"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000109.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000109.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000109.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000109.jpg","15"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000115.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000115.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000115.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000115.jpg","14"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000121.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000121.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000121.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000121.jpg","9"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000127.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000127.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000127.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000127.jpg","14"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000133.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000133.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000133.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000133.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000139.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000139.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000139.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000139.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000145.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_purple_000145.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000145.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_purple_000145.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000001.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000001.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000001.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000001.jpg","14"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000011.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000011.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000011.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000011.jpg","14"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000016.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000016.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000016.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000016.jpg","14"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000021.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000021.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000021.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000021.jpg","11"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000026.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000026.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000026.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000026.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000031.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000031.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000031.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000031.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000036.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000036.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000036.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000036.jpg","13"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000041.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000041.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000041.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000041.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000046.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000046.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000046.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000046.jpg","12"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000051.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000051.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000051.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000051.jpg","9"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000056.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000056.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000056.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000056.jpg","8"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000061.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000061.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000061.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000061.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000066.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000066.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000066.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000066.jpg","13"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000071.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000071.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000071.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000071.jpg","10"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000076.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000076.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000076.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000076.jpg","9"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000081.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000081.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000081.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000081.jpg","14"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000086.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000086.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000086.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000086.jpg","14"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000091.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000091.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000091.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000091.jpg","12"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000096.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\allied_red_000096.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000096.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_allied_red_000096.jpg","9"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000001.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000001.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000001.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000001.jpg","12"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000016.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000016.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000016.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000016.jpg","12"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000021.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000021.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000021.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000021.jpg","12"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000026.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000026.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000026.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000026.jpg","12"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000031.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000031.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000031.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000031.jpg","11"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000036.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000036.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000036.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000036.jpg","12"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000041.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000041.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000041.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000041.jpg","12"
"v2_pending","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000046.xml","M:\ra3_bot\data\datasets\ra3_v2_pending\raw_frames\japan_orange_000046.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000046.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\v2_pending_japan_orange_000046.jpg","12"
